Unit:(mV)
                     CH1         CH2
Frequency              ?  98.126 kHz
00001              -2.60    -6400.00
00002              -0.20    -6400.00
00003               0.20    -6400.00
00004              -1.60    -6400.00
00005               0.40    -7200.00
00006              -0.20    -6400.00
00007              -0.40    -6400.00
00008               0.40    -6400.00
00009              -1.00    -7200.00
00010              -0.60    -6400.00
00011               1.40    -7200.00
00012              -1.40    -6400.00
00013              -0.60    -7200.00
00014               1.60    -7200.00
00015              -2.00    -7200.00
00016              -0.60    -7200.00
00017               1.60    -7200.00
00018              -1.80    -7200.00
00019              -1.20    -7200.00
00020               1.40    -6400.00
00021              -0.20    -7200.00
00022              -1.20    -7200.00
00023               0.60    -8000.00
00024               0.40    -8000.00
00025              -1.00    -7200.00
00026               0.60    -7200.00
00027              -0.20    -8000.00
00028              -1.20    -7200.00
00029               0.20    -7200.00
00030               0.20    -8000.00
00031              -0.60    -8000.00
00032              -0.20    -8000.00
00033               0.20    -8000.00
00034               0.20    -8000.00
00035              -0.60    -8000.00
00036              -0.20    -8000.00
00037              -0.40    -8000.00
00038              -0.40    -8000.00
00039               0.60    -8000.00
00040               0.20    -8000.00
00041              -0.80    -8000.00
00042               0.40    -8000.00
00043              -0.20    -8000.00
00044              -1.00    -8000.00
00045               0.40    -8000.00
00046               0.20    -8000.00
00047              -1.40    -8000.00
00048               0.40    -8000.00
00049               0.20    -8000.00
00050              -1.40    -8000.00
00051               0.20    -8800.00
00052               0.40    -8800.00
00053              -1.00    -8000.00
00054              -0.20    -8000.00
00055               0.40    -8000.00
00056              -1.00    -8800.00
00057              -0.20    -8000.00
00058               0.20    -9600.00
00059              -0.80    -9600.00
00060              -0.40    -9600.00
00061               0.20    -8800.00
00062              -0.60    -8800.00
00063              -0.60    -9600.00
00064              -0.20    -8800.00
00065              -0.60    -9600.00
00066              -0.60    -8800.00
00067               0.20    -9600.00
00068              -0.60    -8800.00
00069              -0.40    -9600.00
00070               0.20    -8800.00
00071              -0.60    -9600.00
00072              -0.40    -9600.00
00073               0.20    -9600.00
00074              -0.60    -8800.00
00075              -0.40    -9600.00
00076               0.20    -9600.00
00077              -0.60    -9600.00
00078              -0.40    -9600.00
00079               0.00    -9600.00
00080              -0.20    -9600.00
00081              -0.60    -9600.00
00082              -0.40    -9600.00
00083              -0.60    -9600.00
00084               0.20    -9600.00
00085              -0.40    -9600.00
00086              -0.40    -9600.00
00087               0.00    -9600.00
00088               0.20    -9600.00
00089              -0.60    -9600.00
00090               0.40    -9600.00
00091              -0.40    -9600.00
00092              -0.20    -9600.00
00093               0.00   -10400.00
00094              -0.60    -9600.00
00095              -0.40    -9600.00
00096              -0.40   -10400.00
00097              -0.40   -10400.00
00098              -0.20    -9600.00
00099               0.00   -10400.00
00100              -0.20   -10400.00
00101               0.20   -10400.00
00102              -0.20    -9600.00
00103               0.20    -9600.00
00104               0.00   -10400.00
00105              -0.20   -10400.00
00106              -0.20   -10400.00
00107              -0.20    -9600.00
00108              -0.40   -10400.00
00109              -0.40    -9600.00
00110              -0.20   -10400.00
00111              -0.60   -10400.00
00112              -0.20   -10400.00
00113               0.00   -10400.00
00114              -1.00    -9600.00
00115               0.20   -10400.00
00116              -0.20   -10400.00
00117              -0.60   -10400.00
00118               0.20   -10400.00
00119               0.00   -10400.00
00120              -0.40   -10400.00
00121              -0.20   -10400.00
00122              -0.40   -10400.00
00123              -0.60   -10400.00
00124              -0.40   -10400.00
00125              -0.60   -10400.00
00126              -0.20   -10400.00
00127              -0.40   -10400.00
00128              -0.40   -10400.00
00129              -0.40   -10400.00
00130              -0.40    -9600.00
00131              -0.20   -10400.00
00132              -0.40   -10400.00
00133              -0.40   -10400.00
00134               0.20    -9600.00
00135              -0.40   -10400.00
00136              -1.20   -10400.00
00137               0.20   -11200.00
00138              -0.60   -10400.00
00139              -0.80   -10400.00
00140               0.20   -10400.00
00141              -0.40   -10400.00
00142              -0.60   -10400.00
00143               0.40   -10400.00
00144              -0.40   -10400.00
00145              -0.20   -10400.00
00146               0.40   -10400.00
00147              -0.60   -10400.00
00148              -0.40   -10400.00
00149               1.00   -11200.00
00150              -1.80   -10400.00
00151               0.20   -10400.00
00152               0.40   -10400.00
00153              -1.40   -10400.00
00154               0.40   -10400.00
00155               0.60   -10400.00
00156              -1.00   -10400.00
00157              -0.20   -10400.00
00158               0.60   -10400.00
00159              -0.60    -9600.00
00160              -0.60   -10400.00
00161               0.80   -10400.00
00162              -0.20   -10400.00
00163              -1.00   -10400.00
00164               0.80    -9600.00
00165               0.20   -10400.00
00166              -1.80   -10400.00
00167               0.80   -10400.00
00168               0.40   -10400.00
00169              -1.20   -10400.00
00170               0.60   -11200.00
00171               0.40   -10400.00
00172              -1.60   -10400.00
00173               0.00   -10400.00
00174               0.40   -10400.00
00175              -0.60   -10400.00
00176               0.20    -9600.00
00177               0.00   -10400.00
00178              -0.60   -10400.00
00179              -0.40   -10400.00
00180              -0.20   -10400.00
00181               0.20   -10400.00
00182              -0.20   -10400.00
00183              -1.00   -10400.00
00184               0.40   -10400.00
00185              -0.40    -9600.00
00186              -1.40   -10400.00
00187               0.60   -10400.00
00188               0.20   -10400.00
00189              -1.20   -10400.00
00190               0.20    -9600.00
00191              -0.40   -10400.00
00192              -1.00   -10400.00
00193               0.00   -10400.00
00194              -0.20   -10400.00
00195              -0.40   -10400.00
00196               0.20    -9600.00
00197              -0.40   -11200.00
00198              -0.40   -10400.00
00199              -0.20   -10400.00
00200              -0.60   -10400.00
00201              -0.60    -9600.00
00202              -0.40    -9600.00
00203              -0.60   -10400.00
00204              -0.60    -9600.00
00205               0.00    -9600.00
00206              -0.40   -10400.00
00207              -1.00    -9600.00
00208               0.40    -9600.00
00209               0.20    -9600.00
00210              -1.20    -9600.00
00211               0.40   -10400.00
00212              -0.20    -9600.00
00213              -1.20    -9600.00
00214               0.40    -9600.00
00215              -0.40    -9600.00
00216              -1.20    -9600.00
00217               0.40    -9600.00
00218              -0.20    -9600.00
00219              -1.20    -9600.00
00220               0.60    -9600.00
00221               0.20    -9600.00
00222              -0.60    -9600.00
00223               0.40    -9600.00
00224              -0.20    -9600.00
00225              -1.00    -8800.00
00226               0.20    -9600.00
00227              -0.20    -9600.00
00228              -0.60    -9600.00
00229               0.40    -9600.00
00230              -0.20    -8800.00
00231              -1.00    -9600.00
00232               0.20    -9600.00
00233              -0.60    -8800.00
00234              -1.20    -8800.00
00235               0.60    -9600.00
00236              -0.80    -8000.00
00237              -0.40    -8800.00
00238               0.60    -9600.00
00239              -0.60    -9600.00
00240              -0.40    -8800.00
00241              -0.20    -8000.00
00242              -0.60    -8800.00
00243              -0.60    -8800.00
00244              -0.60    -8000.00
00245              -0.60    -8000.00
00246              -0.40    -8000.00
00247               0.00    -8800.00
00248              -0.60    -8000.00
00249               0.20    -8000.00
00250              -0.20    -8800.00
00251              -0.60    -8800.00
00252              -0.60    -8000.00
00253              -0.60    -8000.00
00254              -1.00    -8000.00
00255              -0.40    -8000.00
00256               0.00    -8000.00
00257              -0.20    -8000.00
00258              -1.00    -8000.00
00259              -0.40    -8000.00
00260              -0.40    -8000.00
00261              -0.80    -8000.00
00262              -0.20    -8000.00
00263              -0.40    -8000.00
00264              -0.80    -7200.00
00265               0.00    -8000.00
00266              -0.60    -8000.00
00267              -0.60    -7200.00
00268               0.20    -8000.00
00269              -0.60    -8000.00
00270              -0.40    -7200.00
00271              -0.40    -7200.00
00272              -0.60    -7200.00
00273              -0.40    -7200.00
00274              -0.60    -7200.00
00275              -0.60    -8000.00
00276               0.00    -7200.00
00277              -0.40    -7200.00
00278              -0.60    -7200.00
00279              -0.20    -7200.00
00280              -0.60    -8000.00
00281              -0.60    -7200.00
00282               0.20    -7200.00
00283              -0.60    -7200.00
00284              -0.40    -6400.00
00285               0.20    -7200.00
00286              -0.60    -7200.00
00287              -0.40    -7200.00
00288               0.20    -7200.00
00289              -0.60    -6400.00
00290              -0.60    -6400.00
00291              -0.20    -6400.00
00292              -0.80    -6400.00
00293              -0.40    -6400.00
00294              -0.40    -6400.00
00295              -0.60    -6400.00
00296              -0.40    -7200.00
00297              -0.60    -6400.00
00298              -0.40    -6400.00
00299              -0.20    -6400.00
00300              -0.20    -6400.00
00301              -0.40    -6400.00
00302               0.00    -6400.00
00303               0.20    -6400.00
00304              -0.60    -6400.00
00305              -0.40    -5600.00
00306              -0.60    -6400.00
00307              -0.60    -6400.00
00308              -0.20    -4800.00
00309              -1.00    -5600.00
00310              -1.00    -5600.00
00311              -0.20    -5600.00
00312              -0.60    -4800.00
00313              -0.80    -4800.00
00314              -0.40    -5600.00
00315              -0.40    -5600.00
00316              -0.60    -4800.00
00317              -0.40    -5600.00
00318              -0.60    -4800.00
00319              -0.40    -4800.00
00320              -0.40    -5600.00
00321              -1.00    -4800.00
00322              -0.60    -4800.00
00323              -0.60    -4800.00
00324              -0.60    -4800.00
00325              -0.60    -4000.00
00326              -0.40    -4800.00
00327              -0.40    -4800.00
00328              -0.40    -4800.00
00329              -0.40    -4000.00
00330              -0.20    -4800.00
00331              -0.60    -4000.00
00332              -0.60    -4000.00
00333              -0.20    -4000.00
00334              -0.60    -4000.00
00335              -1.00    -4000.00
00336              -0.20    -4000.00
00337              -0.60    -4000.00
00338              -1.00    -4000.00
